id,name,generic_term,generic_category,concise_code,lat,lon,location,decision_date
FDAFS,Vydon Acres,Dispersed Rural Community,Populated Place,UNP,45.4556600,-76.2763800,Carleton,1977-09-09
FDAFT,Vyner,Dispersed Rural Community,Populated Place,UNP,43.0075000,-82.2541666,Lambton,1950-05-04
FIEXC,W.A. Taylor Conservation Area,Conservation Area,Administrative Area,PARK,45.1332620,-75.6331010,Osgoode,
FIEXM,W.E. Burton Conservation Area,Conservation Area,Administrative Area,PARK,45.2591280,-75.3476230,Russell,
FEPWI,W.J.B. Greenwood Provincial Park,Provincial Park,Administrative Area,PARK,47.3079500,-79.8130400,Timiskaming,1990-12-31
FDAFV,Waba,Dispersed Rural Community,Populated Place,UNP,45.3503500,-76.4590400,Renfrew,1952-02-06
FEPWE,Wabakimi Provincial Park,Provincial Park,Administrative Area,PARK,50.6216700,-89.6190300,Thunder Bay,1997-12-31
FIFZO,Wabaseemoong,Indian Reserve,Administrative Area,IR,50.1671700,-94.9354500,,1991-11-15
FOBTT,Wabaseemoong Independent Nations,First Nation Administrative Location,Administrative Area,MUN2,50.1299166,-94.9431543,,2023-09-14
FDAGL,Wabash,Dispersed Rural Community,Populated Place,UNP,42.5711111,-82.0794444,Kent,1950-05-04
FDAGO,Wabaskang,Railway Point,Populated Place,UNP,50.4319320,-93.1132200,Kenora,1967-01-16
FETBV,Wabauskang 21,Indian Reserve,Administrative Area,IR,50.4022220,-93.1566670,Kenora,
FOBTD,Wabauskang First Nation,First Nation Administrative Location,Administrative Area,MUN2,50.3814595,-93.1709831,,2023-09-14
FDAIL,Wabi-Kon,Dispersed Rural Community,Populated Place,UNP,46.9419444,-80.0402778,Nipissing,1950-11-03
FDAIB,Wabigoon,Geographic Township,Administrative Area,GEOG,49.9312800,-93.4089100,Kenora,1962-12-31
FDAIC,Wabigoon,Dispersed Rural Community,Populated Place,UNP,49.7225000,-92.6033330,Kenora,1962-12-31
FETBW,Wabigoon Lake 27,Indian Reserve,Administrative Area,IR,49.6172220,-92.5386110,Kenora,
FOBQD,Wabigoon Lake Ojibway Nation,First Nation Administrative Location,Administrative Area,MUN2,49.6254756,-92.5215156,,2023-09-14
FDAJW,Wabos,Dispersed Rural Community,Populated Place,UNP,46.8192800,-84.1060900,Algoma,1952-12-11
FEVSD,Wabos North Conservation Reserve,Conservation Reserve,Administrative Area,PARK,46.8443380,-84.1217840,Algoma,2000-12-21
FEVSE,Wabos South Conservation Reserve,Conservation Reserve,Administrative Area,PARK,46.8050360,-84.1130260,Algoma,2000-12-21
FDAKA,Wabozominissing,Locality,Populated Place,UNP,45.8639900,-81.7042700,Manitoulin,1976-01-07
FFAAR,Wabun Camp,Resort,Populated Place,UNP,47.0000000,-80.0666670,Nipissing,1949-11-03
FDALE,Wacousta,Geographic Township,Administrative Area,GEOG,50.1651100,-81.3729600,Cochrane,1962-12-31
FDALI,Waddington Beach,Dispersed Rural Community,Populated Place,UNP,44.4986111,-79.4516667,Simcoe,1959-10-28
FDALK,Wade,Railway Point,Populated Place,UNP,49.9438900,-94.7890920,Kenora,1962-12-31
FDALL,Wade Corners,Dispersed Rural Community,Populated Place,UNP,44.0726300,-77.7657600,Northumberland,1932-03-01
FDALU,Wade's Landing,Dispersed Rural Community,Populated Place,UNP,46.1182300,-79.5283500,Parry Sound,1978-04-12
FDAMB,Wadsworth,Geographic Township,Administrative Area,GEOG,48.6446200,-82.5399100,Cochrane,1962-12-31
FDAMO,Wagaming,Railway Point,Populated Place,UNP,50.2809210,-88.8381510,Thunder Bay,1962-12-31
FDAMQ,Wagarville,Dispersed Rural Community,Populated Place,UNP,44.6387100,-76.8060000,Frontenac,1939-12-12
FDAMR,Wagg,Geographic Township,Administrative Area,GEOG,46.6680555,-83.2741666,Algoma,1975-07-03
FEVTS,Wagong Lake Forest Conservation Reserve,Conservation Reserve,Administrative Area,PARK,47.1684390,-82.9125700,Algoma,2001-04-06
FDANL,Wagram,Dispersed Rural Community,Populated Place,UNP,43.8819444,-80.7147223,Wellington,1950-06-02
FDANW,Wahawin,Dispersed Rural Community,Populated Place,UNP,45.2147222,-79.0569444,Muskoka,1967-03-23
FOBSB,Wahnapitae,First Nation Administrative Location,Administrative Area,MUN2,46.7729605,-80.8112365,,2023-09-14
FDAOC,Wahnapitae,Compact Rural Community,Populated Place,UNP,46.4855556,-80.7880555,Sudbury,1965-05-31
FETJL,Wahnapitae 11,Indian Reserve,Administrative Area,IR,46.7750100,-80.8346000,,2005-06-30
FDAOF,Wahnekewaning Beach,Compact Rural Community,Populated Place,UNP,44.7251200,-80.0319200,Simcoe,1978-09-14
FIDBS,Wahta,Dispersed Rural Community,Populated Place,UNP,44.9921198,-79.7291390,Gibson,2007-06-27
FOBSQ,Wahta Mohawk,First Nation Administrative Location,Administrative Area,MUN2,44.9946850,-79.7773826,,2023-09-14
FEUQY,Wahta Mohawk Territory,Indian Reserve,Administrative Area,IR,45.0163889,-79.7302778,Muskoka,1992-10-20
FDAOS,Wahwashkesh,Dispersed Rural Community,Populated Place,UNP,45.7157600,-80.0296200,Parry Sound,1950-10-05
FIEJX,Wahwashkesh-Naiscoot Conservation Reserve,Conservation Reserve,Administrative Area,PARK,45.6589480,-80.2021350,Burton,2003-12-31
FDHQP,Wainfleet,Geographic Township,Administrative Area,GEOG,42.9329300,-79.3832800,Niagara,1962-12-31
FEMDE,Wainfleet,Township Municipality,Administrative Area,MUN2,42.9275000,-79.3927778,Niagara,1950-01-01
FDAPB,Wainfleet,Compact Rural Community,Populated Place,UNP,42.9245600,-79.3757500,Niagara,1951-01-17
FDAPA,Wainfleet,Railway Point,Populated Place,UNP,42.8852778,-79.3769444,Niagara,1951-01-17
FIEVK,Wainfleet Bog Conservation Area,Conservation Area,Administrative Area,PARK,42.9102970,-79.2955400,Niagara,
FEVQD,Wainfleet Bog Conservation Reserve,Conservation Reserve,Administrative Area,PARK,42.9241790,-79.2808370,Niagara,1997-02-20
FIEVL,Wainfleet Wetlands Conservation Area,Conservation Area,Administrative Area,PARK,42.8811850,-79.3053250,Niagara,
FDAPD,Wainwright,Geographic Township,Administrative Area,GEOG,49.8418100,-92.8719600,Kenora,1962-12-31
FDAPN,Wakami,Geographic Township,Administrative Area,GEOG,47.5413889,-82.7908333,Sudbury,1962-12-31
FDAPR,Wakami Lake Provincial Park,Provincial Park,Administrative Area,PARK,47.4890100,-82.8326400,Sudbury,1990-12-31
FDAQY,Waldau,Compact Rural Community,Populated Place,UNP,43.4205555,-80.5611111,Waterloo,1968-11-27
FDAQZ,Waldemar,Police Village,Populated Place,UNP,43.8894445,-80.2797222,Dufferin,1936-10-06
FAZIZ,Walden,Community,Populated Place,UNP,46.3835400,-81.3953900,Sudbury,2001-01-01
FDHQS,Walden Place,Dispersed Rural Community,Populated Place,UNP,43.2181300,-81.8609700,Lambton,1979-07-18
FDARG,Waldhof,Post Office,Populated Place,UNP,49.8181440,-93.2952200,Kenora,1962-12-31
FDARI,Waldie,Geographic Township,Administrative Area,GEOG,46.1467800,-80.8909900,Sudbury,1962-12-31
FDARS,Walford,Compact Rural Community,Populated Place,UNP,46.2058600,-82.2326300,Sudbury,1988-12-31
FDARV,Walford Station,Post Office,Populated Place,UNP,46.2058334,-82.2227778,Sudbury,1988-12-31
FDARW,Walker,Geographic Township,Administrative Area,GEOG,48.6671000,-80.6151900,Cochrane,1962-12-31
FOBUM,Walker Mohawk,First Nation Administrative Location,Administrative Area,MUN2,43.0476363,-80.1152722,,2023-09-14
FDHQV,Walker Woods,Dispersed Rural Community,Populated Place,UNP,43.2281200,-81.8523600,Lambton,1979-07-18
FDASP,Walkers,Dispersed Rural Community,Populated Place,UNP,42.8175100,-81.7637300,Middlesex,1947-05-06
FDATA,Walkers Point,Dispersed Rural Community,Populated Place,UNP,45.0198400,-79.4530100,Muskoka,1951-01-17
FDATD,Walkerton,Community,Populated Place,UNP,44.1257300,-81.1512600,Bruce,1999-01-01
FDATE,Walkerville,Urban Community,Populated Place,UNP,42.3081000,-82.9918200,Essex,1974-07-08
FDATT,Wallace,Geographic Township,Administrative Area,GEOG,43.7827778,-80.9063889,Perth,1962-12-31
FDATU,Wallace,Dispersed Rural Community,Populated Place,UNP,43.7495500,-80.8607600,Perth,1950-07-06
FDATV,Wallace,Dispersed Rural Community,Populated Place,UNP,45.3994444,-78.0877778,Nipissing,1958-12-15
FDATZ,Wallace Heights,Urban Community,Populated Place,UNP,46.3411100,-79.4378900,Nipissing,1978-04-12
FDAUH,Wallace Point,Dispersed Rural Community,Populated Place,UNP,44.1863889,-78.3327778,Peterborough,1931-12-01
FDATX,Wallaceburg,Community,Populated Place,UNP,42.5946000,-82.3842600,Kent,1998-01-01
FDAUN,Wallacetown,Compact Rural Community,Populated Place,UNP,42.6333333,-81.4669444,Elgin,1948-05-04
FDAUP,Wallbridge,Geographic Township,Administrative Area,GEOG,45.7518000,-80.4120000,Parry Sound,1962-12-31
FDAUQ,Wallbridge,Compact Rural Community,Populated Place,UNP,44.2141600,-77.4953800,Hastings,1932-05-31
FDAUT,Wallenstein,Dispersed Rural Community,Populated Place,UNP,43.6004800,-80.6334800,Wellington,1950-07-06
FDAVL,Wallis,Geographic Township,Administrative Area,GEOG,47.5409500,-80.4653500,Timiskaming,1962-12-31
FDAVU,Walls,Geographic Township,Administrative Area,GEOG,48.9961111,-83.9258333,Algoma,1962-12-31
FDAVV,Walls,Dispersed Rural Community,Populated Place,UNP,45.4811111,-79.3461111,Parry Sound,1951-01-17
FDAWF,Walnut,Dispersed Rural Community,Populated Place,UNP,42.8816600,-81.8931700,Lambton,1973-10-13
FDAWL,Walpole,Geographic Township,Administrative Area,GEOG,42.9007200,-80.0463800,Haldimand,1962-12-31
FOBQZ,Walpole Island,First Nation Administrative Location,Administrative Area,MUN2,42.5919343,-82.4933591,,2023-09-14
FDAWP,Walpole Island,Locality,Populated Place,UNP,42.6130556,-82.5158333,Lambton,1950-05-04
FESXB,Walpole Island 46,Indian Reserve,Administrative Area,IR,42.5633330,-82.5111110,Lambton,1990-12-31
FDNJY,Walsh,Geographic Township,Administrative Area,GEOG,48.8402778,-86.7000000,Thunder Bay,1975-07-03
FDAWT,Walsh,Compact Rural Community,Populated Place,UNP,42.7648500,-80.3879300,Norfolk,1950-06-02
FDAWS,Walsh,Railway Point,Populated Place,UNP,42.7322222,-80.3658333,Norfolk,1950-06-02
FEJJD,Walsingham,Geographic Township,Administrative Area,GEOG,42.6935100,-80.5277200,Norfolk,1978-01-01
FDAXC,Walsingham,Compact Rural Community,Populated Place,UNP,42.6760100,-80.5240300,Norfolk,1950-07-06
FDAXL,Walters,Geographic Township,Administrative Area,GEOG,49.7063889,-87.6980556,Thunder Bay,1962-12-31
FDAXO,Walters Falls,Compact Rural Community,Populated Place,UNP,44.4885100,-80.7079800,Grey,1942-04-16
FECZX,Walton,Compact Rural Community,Populated Place,UNP,43.6802778,-81.3000000,Huron,1941-04-29
FDAYA,Wamsley,Dispersed Rural Community,Populated Place,UNP,48.2063889,-89.6169445,Thunder Bay,1974-12-31
FEPWF,Wanapitei Provincial Park,Provincial Park,Administrative Area,PARK,46.8059600,-80.7109400,Sudbury,1990-12-31
FDAYO,Wanda,Railway Point,Populated Place,UNP,48.3815100,-84.4695100,Algoma,1954-08-05
FDHRB,Waneeta Beach,Dispersed Rural Community,Populated Place,UNP,42.6584000,-81.0178900,Elgin,1979-07-18
FDAYY,Wanikewin,Railway Point,Populated Place,UNP,45.9959600,-80.5543700,Parry Sound,1950-10-05
FDAZG,Wanstead,Compact Rural Community,Populated Place,UNP,42.9483334,-82.0466667,Lambton,1950-05-04
FDAZJ,Wanup,Dispersed Rural Community,Populated Place,UNP,46.3813889,-80.8269445,Sudbury,1980-03-18
FOBSR,Wapekeka,First Nation Administrative Location,Administrative Area,MUN2,53.8438648,-89.5387571,,2023-09-14
FESXC,Wapekeka 1,Indian Reserve,Administrative Area,IR,53.7333330,-89.5336110,Kenora,1981-08-28
FESXD,Wapekeka 2,Indian Reserve,Administrative Area,IR,53.8327780,-89.5608330,Kenora,1981-08-28
FEZZT,Wapus Creek Conservation Reserve,Conservation Reserve,Administrative Area,PARK,47.5093666,-80.9362959,Timiskaming,2001-12-18
FDBBE,Warburton,Dispersed Rural Community,Populated Place,UNP,44.4637300,-76.0396000,Leeds,1950-04-06
FEVDI,Ward McKenna Conservation Area,Conservation Area,Administrative Area,PARK,42.7666670,-80.9833330,,
FDBBM,Warden,Geographic Township,Administrative Area,GEOG,48.6687600,-80.2069200,Cochrane,1962-12-31
FDURW,Wardle,Geographic Township,Administrative Area,GEOG,46.8456600,-83.1486000,Algoma,1975-07-03
FAXHX,Wardrope,Geographic Township,Administrative Area,GEOG,48.9786300,-89.9659400,Thunder Bay,1974-12-31
FDBCH,Wardsville,Community,Populated Place,UNP,42.6613889,-81.7500000,Middlesex,2001-01-01
FDBCI,Ware,Geographic Township,Administrative Area,GEOG,48.5765100,-89.4836300,Thunder Bay,1962-12-31
FDBCL,Wareham,Dispersed Rural Community,Populated Place,UNP,44.2488889,-80.4083333,Grey,1950-06-02
FDBCO,Warina,Dispersed Rural Community,Populated Place,UNP,45.2344445,-74.9125000,Stormont,1951-04-05
FDBCP,Warings Corner,Dispersed Rural Community,Populated Place,UNP,43.9940200,-77.1830100,Prince Edward,1965-06-21
FDHRF,Wark,Geographic Township,Administrative Area,GEOG,48.6680556,-81.2691667,Cochrane,1962-12-31
FDBCR,Warkworth,Police Village,Populated Place,UNP,44.2005556,-77.8886111,Northumberland,1932-03-01
FEPRJ,Warkworth Conservation Area,Conservation Area,Administrative Area,PARK,44.2000000,-77.8900000,County of Northumberland,
FDBCS,Warminster,Dispersed Rural Community,Populated Place,UNP,44.6402778,-79.5450000,Simcoe,1932-07-06
FDBCT,Warneford,Railway Point,Populated Place,UNP,49.5616900,-88.0523600,Thunder Bay,1934-04-03
FDHRG,Warner,Dispersed Rural Community,Populated Place,UNP,43.0233334,-79.6450000,Niagara,1980-01-16
FDNJU,Warpula,Geographic Township,Administrative Area,GEOG,48.0660100,-85.1201200,Algoma,1975-07-03
FDBDO,Warren,Geographic Township,Administrative Area,GEOG,48.1472222,-82.7919444,Sudbury,1962-12-31
FDBDP,Warren,Compact Rural Community,Populated Place,UNP,46.4430556,-80.3063889,Sudbury,1949-11-03
FDBEI,Warsaw,Suburban Community,Populated Place,UNP,44.4304300,-78.1378900,Peterborough,1952-01-17
FEPRK,Warsaw Caves Conservation Area,Conservation Area,Administrative Area,PARK,44.4619040,-78.1313320,County of Peterborough,
FDBEL,Wartburg,Dispersed Rural Community,Populated Place,UNP,43.4577300,-81.0298500,Perth,1950-07-06
FDBER,Warwick,Geographic Township,Administrative Area,GEOG,43.0128900,-81.8988600,Lambton,1962-12-31
FEMDI,Warwick,Township Municipality,Administrative Area,MUN2,43.0184000,-81.9073600,Lambton,2001-01-01
FDBES,Warwick,Compact Rural Community,Populated Place,UNP,43.0035600,-81.9446000,Lambton,1950-05-04
FEPRL,Warwick Conservation Area,Conservation Area,Administrative Area,PARK,42.9973660,-81.9471070,County of Lambton,
FDBEV,Wasaga Beach,Town,Populated Place,TOWN,44.4991670,-80.0169440,Simcoe,1974-01-01
FDBEW,Wasaga Beach Provincial Park,Provincial Park,Administrative Area,PARK,44.4938889,-80.0216667,Simcoe,1990-12-31
FOBTH,Wasauksing First Nation,First Nation Administrative Location,Administrative Area,MUN2,45.3260743,-80.0569852,,2023-09-14
FDBFN,Washagami,Railway Point,Populated Place,UNP,46.6416667,-80.4419444,Sudbury,1949-11-03
FOBTF,Washagamis Bay,First Nation Administrative Location,Administrative Area,MUN2,49.7145092,-94.5871444,,2023-09-14
FDBFT,Washago,Compact Rural Community,Populated Place,UNP,44.7503200,-79.3329400,Simcoe,1974-12-31
FDBGB,Washburn,Dispersed Rural Community,Populated Place,UNP,44.3891667,-76.3236111,Frontenac,1950-04-06
FDBGF,Washburns Corners,Dispersed Rural Community,Populated Place,UNP,44.6270000,-76.0387600,Leeds,1968-03-01
FDBGJ,Washington,Dispersed Rural Community,Populated Place,UNP,43.3101500,-80.5805000,Oxford,1962-12-31
FDBGS,Wasing,Dispersed Rural Community,Populated Place,UNP,46.0798700,-79.1629100,Nipissing,1933-10-03
FDUSH,Waswa,Geographic Township,Administrative Area,GEOG,47.7019444,-84.1652778,Algoma,1975-07-03
FDBHZ,Watabeag,Dispersed Rural Community,Populated Place,UNP,48.5661111,-80.5511111,Cochrane,1963-08-02
FDBIR,Watcomb,Railway Point,Populated Place,UNP,49.8386300,-91.3337200,Kenora,1970-07-21
FDBIW,Watercombe,Dispersed Rural Community,Populated Place,UNP,44.1243300,-77.0640700,Lennox and Addington,1932-05-31
FDBIX,Waterdown,Urban Community,Populated Place,UNP,43.3368000,-79.8944700,Wentworth,1950-06-02
FDBIY,Waterdown North,Railway Point,Populated Place,UNP,43.3475000,-79.8938889,Wentworth,1950-06-02
FDBIZ,Waterfall,Dispersed Rural Community,Populated Place,UNP,46.3075000,-80.8336111,Sudbury,1949-11-03
FDBJD,Waterford,Urban Community,Populated Place,UNP,42.9318000,-80.2910500,Norfolk,1974-04-01
FIETT,Waterford North Conservation Area,Conservation Area,Administrative Area,PARK,42.9309130,-80.3173540,Townsend,
FEPRM,Waterfront Conservation Area,Conservation Area,Administrative Area,PARK,43.8500000,-78.8833330,,
FDHRJ,Waterloo,Geographic Township,Administrative Area,GEOG,43.4511111,-80.4380556,Waterloo,1962-12-31
FDBKD,Waterloo,Regional Municipality,Administrative Area,MUN1,43.4929500,-80.5010100,Waterloo,1973-01-01
FDBJZ,Waterloo,City,Populated Place,CITY,43.4797222,-80.5411111,Waterloo,1973-01-01
FDHRL,Waters,Geographic Township,Administrative Area,GEOG,46.4164600,-81.1165100,Sudbury,1962-12-31
FDBKM,Waterton,Dispersed Rural Community,Populated Place,UNP,44.4363900,-75.9454300,Leeds,1962-12-31
FDBKP,Watford,Community,Populated Place,UNP,42.9503100,-81.8801000,Lambton,1998-01-01
FDBKX,Watson,Geographic Township,Administrative Area,GEOG,48.7747222,-82.3430556,Cochrane,1962-12-31
FEUZR,Watson Dam Conservation Area,Conservation Area,Administrative Area,PARK,42.8166670,-80.6833330,,
FETFG,Watson's Corners,Compact Rural Community,Populated Place,UNP,45.0209510,-76.4634320,Lanark,2004-02-02
FDBLX,Watsons,Railway Point,Populated Place,UNP,44.7355555,-78.6777778,Victoria,1953-11-05
FDHRN,Watt,Geographic Township,Administrative Area,GEOG,45.1822222,-79.4780556,Muskoka,1962-12-31
FDBMF,Watten,Geographic Township,Administrative Area,GEOG,48.6944300,-93.1428900,Rainy River,1962-12-31
FERPV,Wattenwyle,Locality,Populated Place,UNP,45.8047223,-79.5880556,Parry Sound,1989-02-24
FDBMI,Watterson Corners,Dispersed Rural Community,Populated Place,UNP,45.2030556,-75.6983333,Carleton,1952-06-06
FDBMX,Waubamik,Dispersed Rural Community,Populated Place,UNP,45.4512300,-80.0184300,Parry Sound,1951-03-07
FDZDU,Waubaushene,Suburban Community,Populated Place,UNP,44.7541667,-79.7113889,Simcoe,1932-07-06
FIDLM,Waubaushene Beaches Provincial Park,Provincial Nature Reserve,Administrative Area,PARK,44.7480500,-79.7200400,Simcoe,1969-12-31
FDBNE,Waubuno,Dispersed Rural Community,Populated Place,UNP,42.7879300,-82.3285700,Lambton,1950-05-04
FDBNM,Wauchope,Geographic Township,Administrative Area,GEOG,50.0197222,-93.1402778,Kenora,1962-12-31
FDBNO,Waudby,Dispersed Rural Community,Populated Place,UNP,44.2814900,-80.7659400,Grey,1973-12-21
FDBNQ,Waupoos,Dispersed Rural Community,Populated Place,UNP,44.0032200,-77.0003400,Prince Edward,1951-02-07
FDBNR,Waupoos East,Dispersed Rural Community,Populated Place,UNP,44.0195500,-76.9620500,Prince Edward,1951-02-07
FDBNS,Waupoos Island,Dispersed Rural Community,Populated Place,UNP,43.9952777,-76.9788889,Prince Edward,1965-06-21
FDBNZ,Wavecrest,Urban Community,Populated Place,UNP,42.8798300,-79.0267600,Niagara,1951-01-17
FDBOA,Wavell,Dispersed Rural Community,Populated Place,UNP,48.3641666,-80.2372222,Cochrane,1949-03-03
FDBOC,Waverley,Dispersed Rural Community,Populated Place,UNP,44.6416666,-79.8227778,Simcoe,1932-07-06
FDBOD,Waverly Beach,Urban Community,Populated Place,UNP,42.8851300,-78.9430900,Niagara,1961-07-05
FDGDZ,Wawa,Suburban Community,Populated Place,UNP,47.9936111,-84.7738889,Algoma,1960-04-07
FDBOX,Wawaitin Falls,Settlement,Populated Place,UNP,48.3384000,-81.4870500,Cochrane,1990-10-25
FOBRD,Wawakapewin,First Nation Administrative Location,Administrative Area,MUN2,53.4523784,-89.1416818,,2023-09-14
FETCG,Wawakapewin,Indian Reserve,Administrative Area,IR,53.4566670,-89.1288890,Kenora,
FEJJE,Wawanosh,Geographic Township,Administrative Area,GEOG,43.8494444,-81.4694444,Huron,1978-01-01
FEUZG,Wawanosh Lake Conservation Area,Conservation Area,Administrative Area,PARK,43.8833330,-81.4833330,,
FIEUU,Wawanosh Park Conservation Area,Conservation Area,Administrative Area,PARK,43.8274680,-81.4598460,Huron,
FEUZH,Wawanosh Valley Conservation Area,Conservation Area,Administrative Area,PARK,43.8261060,-81.4572720,County of Huron,
FIEXV,Wawanosh Wetlands Conservation Area,Conservation Area,Administrative Area,PARK,42.9930650,-82.3223590,Lambton,
FDBPP,Wawbewawa,Dispersed Rural Community,Populated Place,UNP,47.8855555,-79.8950000,Timiskaming,1930-09-07
FDUSG,Wawia,Geographic Township,Administrative Area,GEOG,47.7011111,-84.0350000,Algoma,1975-07-03
FDBQJ,Way,Geographic Township,Administrative Area,GEOG,49.6459900,-83.7784100,Cochrane,1962-12-31
FDUSF,Way-White,Geographic Township,Administrative Area,GEOG,47.1825900,-84.0417700,Algoma,1975-07-03
FCOEN,Wayland,Railway Point,Populated Place,UNP,48.0200000,-83.8244445,Sudbury,1954-10-07
FDBRD,Weagamow Lake,Locality,Populated Place,UNP,52.9486111,-91.3466667,Kenora,1998-01-28
FESXE,Weagamow Lake 87,Indian Reserve,Administrative Area,IR,52.9630560,-91.2661110,Kenora,1990-12-31
FDBRU,Weaver,Geographic Township,Administrative Area,GEOG,48.8025000,-91.0283333,Rainy River,1962-12-31
FDBSA,Webb,Geographic Township,Administrative Area,GEOG,49.9350000,-92.4830555,Kenora,1962-12-31
FDBSP,Webbwood,Community,Populated Place,UNP,46.2694445,-81.8888889,Sudbury,1998-07-01
FOBQF,Webequie,First Nation Administrative Location,Administrative Area,MUN2,52.9828238,-87.3596967,,2023-09-14
FETCY,Webequie,Indian Reserve,Administrative Area,IR,52.9541000,-87.3721800,,2001-02-15
FDBSR,Webequie,Compact Rural Community,Populated Place,UNP,52.9866666,-87.3597223,Kenora,1966-11-01
FDBSZ,Webster,Geographic Township,Administrative Area,GEOG,49.3849100,-81.5690300,Cochrane,1962-12-31
FDBTA,Webster,Railway Point,Populated Place,UNP,50.0962630,-92.3512650,Kenora,1965-07-07
FDBTK,Websterville,Dispersed Rural Community,Populated Place,UNP,44.3243100,-80.1354300,Simcoe,1978-11-22
FDBUP,Weeks,Geographic Township,Administrative Area,GEOG,46.4977777,-82.0125000,Sudbury,1975-07-03
FOBSC,Weenusk,First Nation Administrative Location,Administrative Area,MUN2,55.0087809,-85.4210138,,2023-09-14
FDBVE,Wees Beach,Compact Rural Community,Populated Place,UNP,43.0126600,-82.3835100,Lambton,1950-05-04
FDBVV,Weichel,Geographic Township,Administrative Area,GEOG,49.7754300,-82.5767000,Cochrane,1962-12-31
FDBWA,Weidmann,Dispersed Rural Community,Populated Place,UNP,42.8180555,-82.0055555,Lambton,1974-12-31
FDBWR,Weissenburg,Dispersed Rural Community,Populated Place,UNP,43.5744444,-80.4000000,Waterloo,1950-09-07
FDBXA,Welbeck,Dispersed Rural Community,Populated Place,UNP,44.2674700,-80.8976100,Grey,1965-04-26
FDBXG,Welcome,Dispersed Rural Community,Populated Place,UNP,43.9750000,-78.3419444,Northumberland,1930-03-05
FDOAX,Welland,City,Populated Place,CITY,42.9971200,-79.2249700,Niagara,1970-01-01
FDBYH,Welland South,Urban Community,Populated Place,UNP,42.9725000,-79.2658333,Niagara,1980-03-18
FDBYE,Wellandport,Compact Rural Community,Populated Place,UNP,43.0050000,-79.4802778,Niagara,1937-12-07
FDBYK,Wellburn,Dispersed Rural Community,Populated Place,UNP,43.1925000,-81.1483334,Middlesex,1950-07-06
FDBYM,Weller,Urban Community,Populated Place,UNP,44.2423300,-76.5007000,Frontenac,1951-06-07
FDBYQ,Weller Park,Urban Community,Populated Place,UNP,43.2213889,-79.2202778,Niagara,1949-12-01
FEVCJ,Wellers Bay National Wildlife Area,National Wildlife Area,Administrative Area,PARK,44.0000000,-77.6000000,,1978-01-01
FDBYT,Wellesley,Geographic Township,Administrative Area,GEOG,43.5427778,-80.7161111,Waterloo,1962-12-31
FDBYW,Wellesley,Township Municipality,Administrative Area,MUN2,43.5507300,-80.7161900,Waterloo,1950-01-01
FDBYS,Wellesley,Suburban Community,Populated Place,UNP,43.4753400,-80.7637400,Waterloo,1974-12-31
FEQSO,Wellington,County Municipality,Administrative Area,MUN1,43.7625000,-80.4508334,Wellington,
FDBYY,Wellington,Community,Populated Place,UNP,43.9522800,-77.3504500,Prince Edward,1998-01-01
FEVFC,Wellington North,Township Municipality,Administrative Area,MUN2,43.9216667,-80.5872222,Wellington,1999-07-01
FDBZG,Wellman,Dispersed Rural Community,Populated Place,UNP,44.3438889,-77.6338889,Hastings,1932-11-03
FDBZH,Wells,Geographic Township,Administrative Area,GEOG,46.3962600,-83.3894900,Algoma,1962-12-31
FDBZT,Welsh,Geographic Township,Administrative Area,GEOG,48.9897600,-85.2659500,Algoma,1962-12-31
FDBZU,Welsh,Railway Point,Populated Place,UNP,44.9533333,-76.0455555,Lanark,1927-12-06
FDBZV,Welsh,Railway Point,Populated Place,UNP,48.7111111,-80.7850000,Cochrane,1955-03-03
FDCAO,Wemyss,Dispersed Rural Community,Populated Place,UNP,44.8700000,-76.3858334,Lanark,1927-12-06
FDCAU,Wendake Beach,Dispersed Rural Community,Populated Place,UNP,44.6408333,-79.9811111,Simcoe,1954-09-02
FDCBA,Wendigo Lake,Dispersed Rural Community,Populated Place,UNP,47.8794445,-79.7605556,Timiskaming,1950-09-07
FDCBG,Wendover,Police Village,Populated Place,UNP,45.5719445,-75.1252778,Prescott,1931-08-04
FIDPV,Wenebegon River Provincial Park,Provincial Park,Administrative Area,PARK,47.2887720,-83.0362940,Drea,2003-12-31
FDCBX,Werner Lake,Compact Rural Community,Populated Place,UNP,50.4676230,-94.9299610,Kenora,1964-12-14
FDCCF,Weslemkoon,Dispersed Rural Community,Populated Place,UNP,44.9843800,-77.4179400,Lennox and Addington,1947-07-03
FDCCH,Wesley,Geographic Township,Administrative Area,GEOG,48.8418100,-80.4830700,Cochrane,1962-12-31
FDCCI,Wesley,Dispersed Rural Community,Populated Place,UNP,44.0042000,-80.4198500,Dufferin,1960-08-04
FDCCJ,Wesley,Dispersed Rural Community,Populated Place,UNP,44.3644900,-76.9123500,Lennox and Addington,1967-11-30
FDCCL,Wesley Corners,Dispersed Rural Community,Populated Place,UNP,44.0154400,-79.3957200,York,1950-05-04
FDCCS,Wesleyville,Dispersed Rural Community,Populated Place,UNP,43.9246900,-78.4184700,Northumberland,1930-03-05
FDCCW,West,Geographic Township,Administrative Area,GEOG,48.3221300,-84.0798400,Algoma,1975-07-03
FBHWO,West Arm,Dispersed Rural Community,Populated Place,UNP,46.2611110,-80.4316670,Sudbury,1980-01-16
FDCDU,West Bay,Compact Rural Community,Populated Place,UNP,45.8276700,-82.1643200,Manitoulin,1974-07-04
